item_id,store_id,date,y,yhat_mean,yhat_var
41.0,0.0,2016-01-27,2.0,2.88,7.49
15.0,4.0,2016-01-27,2.0,0.86,1.23
24.0,0.0,2016-01-27,5.0,7.1,43.93
10.0,7.0,2016-01-27,2.0,0.45,0.65
21.0,7.0,2016-01-27,2.0,0.17,0.2
97.0,8.0,2016-01-27,1.0,0.29,0.37
28.0,4.0,2016-01-27,0.0,0.19,0.21
18.0,2.0,2016-01-27,1.0,1.24,1.68
37.0,6.0,2016-01-27,0.0,0.55,0.65
41.0,1.0,2016-01-27,17.0,22.64,196.74
14.0,1.0,2016-01-27,0.0,2.48,7.64
61.0,7.0,2016-01-27,6.0,1.92,2.86
9.0,4.0,2016-01-27,0.0,0.5,0.65
76.0,0.0,2016-01-27,0.0,0.49,0.73
70.0,3.0,2016-01-27,2.0,3.57,7.27
17.0,3.0,2016-01-27,0.0,0.63,0.65
95.0,3.0,2016-01-27,2.0,1.51,1.94
95.0,4.0,2016-01-27,1.0,0.79,1.21
30.0,6.0,2016-01-27,12.0,4.7,13.15
18.0,1.0,2016-01-27,0.0,0.82,1.25
85.0,4.0,2016-01-27,0.0,0.55,0.84
49.0,5.0,2016-01-27,0.0,0.49,0.6
61.0,9.0,2016-01-27,3.0,2.16,3.4
86.0,4.0,2016-01-27,48.0,40.47,110.17
83.0,9.0,2016-01-27,0.0,1.03,2.05
15.0,0.0,2016-01-27,10.0,2.05,3.11
9.0,7.0,2016-01-27,1.0,1.62,2.23
64.0,9.0,2016-01-27,0.0,0.33,0.44
86.0,1.0,2016-01-27,18.0,30.06,173.9
89.0,7.0,2016-01-27,0.0,2.14,5.64
47.0,3.0,2016-01-27,1.0,2.04,6.21
87.0,6.0,2016-01-27,13.0,27.09,116.29
15.0,3.0,2016-01-27,3.0,2.22,3.35
51.0,0.0,2016-01-27,0.0,0.62,0.7
33.0,0.0,2016-01-27,1.0,1.29,1.72
71.0,3.0,2016-01-27,0.0,0.61,0.67
11.0,9.0,2016-01-27,7.0,4.95,7.62
18.0,9.0,2016-01-27,2.0,0.91,1.28
94.0,6.0,2016-01-27,0.0,2.34,7.81
70.0,1.0,2016-01-27,3.0,2.71,6.21
38.0,3.0,2016-01-27,1.0,0.56,0.86
46.0,7.0,2016-01-27,0.0,1.36,2.04
17.0,0.0,2016-01-27,3.0,0.8,1.02
99.0,7.0,2016-01-27,0.0,2.36,3.79
13.0,8.0,2016-01-27,1.0,0.37,0.46
57.0,5.0,2016-01-27,1.0,3.07,5.7
57.0,2.0,2016-01-27,3.0,3.52,13.15
48.0,0.0,2016-01-27,0.0,0.42,0.5
56.0,2.0,2016-01-27,0.0,0.65,0.83
36.0,5.0,2016-01-27,0.0,0.8,1.33
11.0,2.0,2016-01-27,16.0,10.59,68.25
0.0,4.0,2016-01-27,0.0,0.49,0.74
98.0,0.0,2016-01-27,1.0,2.7,7.14
28.0,3.0,2016-01-27,0.0,0.44,0.52
3.0,6.0,2016-01-27,4.0,3.69,6.65
89.0,5.0,2016-01-27,1.0,0.9,1.26
8.0,1.0,2016-01-27,5.0,0.33,0.42
17.0,1.0,2016-01-27,0.0,0.83,1.07
92.0,8.0,2016-01-27,1.0,1.06,1.35
59.0,6.0,2016-01-27,1.0,0.71,0.71
62.0,9.0,2016-01-27,6.0,4.53,9.23
73.0,3.0,2016-01-27,1.0,3.69,17.32
38.0,0.0,2016-01-27,2.0,1.58,4.08
20.0,3.0,2016-01-27,0.0,1.27,1.61
14.0,6.0,2016-01-27,0.0,0.42,0.58
26.0,1.0,2016-01-27,4.0,5.41,20.53
3.0,9.0,2016-01-27,2.0,3.59,8.86
32.0,1.0,2016-01-27,2.0,3.03,6.82
29.0,1.0,2016-01-27,1.0,0.89,1.27
13.0,5.0,2016-01-27,1.0,0.88,1.23
67.0,4.0,2016-01-27,0.0,0.04,0.04
53.0,9.0,2016-01-27,0.0,0.07,0.07
5.0,9.0,2016-01-27,0.0,0.84,1.09
16.0,6.0,2016-01-27,5.0,7.36,17.64
85.0,7.0,2016-01-27,1.0,0.34,0.36
83.0,8.0,2016-01-27,0.0,1.04,1.69
59.0,1.0,2016-01-27,0.0,0.37,0.41
23.0,4.0,2016-01-27,1.0,0.96,1.25
47.0,4.0,2016-01-27,0.0,1.62,4.25
63.0,2.0,2016-01-27,0.0,0.31,0.37
91.0,3.0,2016-01-27,1.0,0.62,0.62
12.0,8.0,2016-01-27,0.0,0.25,0.27
75.0,7.0,2016-01-27,1.0,0.24,0.25
74.0,6.0,2016-01-27,5.0,3.78,8.63
74.0,7.0,2016-01-27,3.0,1.66,2.6
28.0,5.0,2016-01-27,0.0,0.51,0.59
42.0,3.0,2016-01-27,3.0,0.91,1.34
39.0,8.0,2016-01-27,1.0,0.09,0.09
14.0,3.0,2016-01-27,0.0,2.43,6.82
30.0,4.0,2016-01-27,5.0,2.34,3.15
24.0,5.0,2016-01-27,1.0,5.92,41.0
82.0,4.0,2016-01-27,0.0,0.33,0.4
98.0,2.0,2016-01-27,5.0,5.62,19.43
16.0,7.0,2016-01-27,3.0,7.8,21.07
75.0,9.0,2016-01-27,0.0,0.14,0.15
46.0,2.0,2016-01-27,0.0,1.12,1.72
26.0,5.0,2016-01-27,2.0,3.16,7.23
23.0,7.0,2016-01-27,4.0,2.3,4.09
97.0,4.0,2016-01-27,1.0,0.11,0.11
55.0,9.0,2016-01-27,12.0,13.07,32.26
0.0,5.0,2016-01-27,1.0,0.46,0.54
71.0,8.0,2016-01-27,1.0,0.85,1.02
96.0,5.0,2016-01-27,0.0,1.26,1.46
92.0,5.0,2016-01-27,2.0,1.49,1.98
99.0,0.0,2016-01-27,2.0,1.94,3.86
34.0,1.0,2016-01-27,0.0,0.9,1.23
71.0,0.0,2016-01-27,1.0,0.77,1.01
69.0,4.0,2016-01-27,0.0,0.47,0.54
55.0,0.0,2016-01-27,6.0,10.33,14.71
19.0,2.0,2016-01-27,3.0,3.35,11.78
45.0,3.0,2016-01-27,11.0,0.6,0.94
38.0,4.0,2016-01-27,0.0,0.47,0.68
1.0,1.0,2016-01-27,2.0,6.33,21.87
97.0,3.0,2016-01-27,0.0,0.51,0.59
98.0,9.0,2016-01-27,0.0,1.8,3.17
87.0,5.0,2016-01-27,19.0,26.54,114.63
65.0,0.0,2016-01-27,2.0,0.9,1.37
91.0,7.0,2016-01-27,0.0,0.64,0.64
9.0,5.0,2016-01-27,0.0,0.63,0.89
34.0,0.0,2016-01-27,2.0,2.8,4.43
21.0,1.0,2016-01-27,1.0,0.35,0.45
63.0,4.0,2016-01-27,1.0,0.92,1.22
89.0,9.0,2016-01-27,0.0,0.93,1.8
87.0,9.0,2016-01-27,40.0,24.79,130.84
28.0,8.0,2016-01-27,1.0,0.88,1.01
53.0,0.0,2016-01-27,0.0,0.71,0.78
3.0,5.0,2016-01-27,5.0,5.08,12.38
30.0,2.0,2016-01-27,3.0,1.81,2.21
86.0,2.0,2016-01-27,52.0,46.41,81.86
39.0,4.0,2016-01-27,0.0,0.43,0.6
51.0,1.0,2016-01-27,2.0,1.47,2.84
7.0,0.0,2016-01-27,1.0,0.3,0.35
30.0,5.0,2016-01-27,3.0,4.13,7.24
21.0,3.0,2016-01-27,1.0,0.96,1.53
76.0,9.0,2016-01-27,0.0,0.35,0.47
23.0,1.0,2016-01-27,9.0,2.84,6.24
63.0,6.0,2016-01-27,0.0,0.54,0.74
36.0,6.0,2016-01-27,1.0,0.43,0.62
24.0,9.0,2016-01-27,0.0,1.51,3.77
7.0,9.0,2016-01-27,0.0,0.45,0.46
95.0,6.0,2016-01-27,5.0,0.97,1.4
92.0,2.0,2016-01-27,5.0,2.18,4.17
51.0,9.0,2016-01-27,0.0,0.79,0.95
13.0,6.0,2016-01-27,0.0,0.77,1.16
37.0,1.0,2016-01-27,0.0,0.58,0.84
69.0,7.0,2016-01-27,2.0,1.64,2.48
11.0,3.0,2016-01-27,4.0,3.57,6.01
61.0,8.0,2016-01-27,4.0,2.83,3.75
24.0,2.0,2016-01-27,5.0,6.14,30.23
6.0,2.0,2016-01-27,0.0,0.11,0.12
65.0,7.0,2016-01-27,2.0,1.47,2.07
16.0,1.0,2016-01-27,10.0,12.67,33.83
80.0,6.0,2016-01-27,0.0,0.14,0.15
19.0,6.0,2016-01-27,2.0,0.76,1.34
94.0,5.0,2016-01-27,3.0,2.58,7.15
34.0,6.0,2016-01-27,0.0,0.59,0.73
89.0,2.0,2016-01-27,1.0,2.17,6.87
86.0,7.0,2016-01-27,7.0,11.0,21.65
14.0,4.0,2016-01-27,0.0,0.21,0.25
52.0,4.0,2016-01-27,0.0,1.0,1.41
66.0,3.0,2016-01-27,6.0,4.63,26.04
60.0,7.0,2016-01-27,0.0,1.34,2.03
17.0,7.0,2016-01-27,1.0,0.67,0.72
88.0,8.0,2016-01-27,2.0,1.04,1.54
64.0,8.0,2016-01-27,1.0,0.37,0.5
2.0,4.0,2016-01-27,0.0,0.71,0.89
47.0,0.0,2016-01-27,0.0,3.32,14.34
58.0,2.0,2016-01-27,0.0,0.3,0.39
27.0,7.0,2016-01-27,0.0,0.47,0.53
67.0,2.0,2016-01-27,0.0,0.54,0.8
47.0,5.0,2016-01-27,3.0,5.43,34.96
15.0,5.0,2016-01-27,2.0,1.33,1.89
45.0,2.0,2016-01-27,2.0,1.54,2.92
74.0,4.0,2016-01-27,3.0,0.32,0.4
87.0,4.0,2016-01-27,25.0,25.04,25.33
84.0,9.0,2016-01-27,0.0,1.58,3.28
40.0,5.0,2016-01-27,7.0,7.85,35.35
2.0,1.0,2016-01-27,1.0,0.9,1.1
57.0,0.0,2016-01-27,5.0,2.89,4.49
23.0,5.0,2016-01-27,0.0,2.96,4.61
18.0,8.0,2016-01-27,0.0,1.0,1.35
24.0,8.0,2016-01-27,6.0,1.48,3.65
32.0,4.0,2016-01-27,2.0,2.01,2.84
16.0,4.0,2016-01-27,5.0,5.78,13.03
15.0,8.0,2016-01-27,2.0,3.27,9.38
59.0,9.0,2016-01-27,0.0,0.87,1.0
96.0,8.0,2016-01-27,3.0,1.28,1.82
31.0,9.0,2016-01-27,0.0,0.26,0.33
37.0,2.0,2016-01-27,0.0,1.11,1.52
83.0,3.0,2016-01-27,4.0,0.62,0.89
75.0,1.0,2016-01-27,1.0,0.33,0.33
36.0,1.0,2016-01-27,0.0,2.06,6.3
59.0,3.0,2016-01-27,0.0,0.48,0.51
5.0,4.0,2016-01-27,4.0,2.05,3.82
20.0,5.0,2016-01-27,0.0,1.49,2.82
81.0,0.0,2016-01-27,1.0,0.74,1.09
2.0,8.0,2016-01-27,0.0,0.74,0.86
24.0,4.0,2016-01-27,1.0,3.39,12.15
31.0,1.0,2016-01-27,3.0,0.44,0.63
66.0,8.0,2016-01-27,4.0,1.76,4.43
46.0,1.0,2016-01-27,6.0,2.23,4.42
0.0,0.0,2016-01-27,0.0,0.26,0.33
59.0,8.0,2016-01-27,0.0,1.86,2.29
94.0,8.0,2016-01-27,0.0,0.73,1.26
95.0,8.0,2016-01-27,0.0,0.55,0.65
19.0,1.0,2016-01-27,0.0,2.27,7.4
60.0,1.0,2016-01-27,1.0,1.65,2.55
46.0,9.0,2016-01-27,0.0,1.93,3.71
42.0,9.0,2016-01-27,1.0,0.69,1.17
90.0,2.0,2016-01-27,0.0,0.22,0.26
12.0,2.0,2016-01-27,0.0,0.28,0.31
83.0,1.0,2016-01-27,1.0,3.41,12.41
93.0,5.0,2016-01-27,0.0,0.32,0.39
42.0,2.0,2016-01-27,0.0,0.86,1.36
30.0,9.0,2016-01-27,9.0,4.16,6.53
37.0,4.0,2016-01-27,0.0,0.5,0.63
59.0,4.0,2016-01-27,1.0,0.44,0.51
11.0,0.0,2016-01-27,11.0,17.56,48.59
86.0,6.0,2016-01-27,54.0,52.94,172.9
51.0,5.0,2016-01-27,1.0,0.74,0.85
5.0,6.0,2016-01-27,3.0,1.88,3.02
7.0,3.0,2016-01-27,0.0,0.17,0.17
32.0,9.0,2016-01-27,2.0,1.82,2.19
31.0,2.0,2016-01-27,0.0,0.51,0.78
76.0,3.0,2016-01-27,0.0,0.23,0.28
99.0,6.0,2016-01-27,1.0,1.03,1.71
1.0,8.0,2016-01-27,7.0,5.5,16.78
53.0,5.0,2016-01-27,0.0,0.75,0.88
53.0,3.0,2016-01-27,2.0,0.68,0.87
25.0,1.0,2016-01-27,1.0,0.39,0.54
64.0,2.0,2016-01-27,0.0,1.2,2.65
50.0,9.0,2016-01-27,0.0,0.26,0.32
51.0,7.0,2016-01-27,0.0,1.02,1.98
79.0,1.0,2016-01-27,1.0,0.57,0.7
55.0,6.0,2016-01-27,23.0,20.43,73.89
2.0,0.0,2016-01-27,2.0,1.72,2.54
74.0,9.0,2016-01-27,0.0,1.85,3.65
29.0,6.0,2016-01-27,0.0,0.48,0.48
91.0,1.0,2016-01-27,1.0,1.02,1.79
71.0,4.0,2016-01-27,0.0,0.41,0.55
39.0,6.0,2016-01-27,2.0,0.19,0.22
82.0,0.0,2016-01-27,1.0,0.34,0.44
18.0,3.0,2016-01-27,1.0,0.44,0.47
8.0,8.0,2016-01-27,3.0,4.5,16.43
66.0,7.0,2016-01-27,4.0,4.31,19.75
94.0,2.0,2016-01-27,0.0,3.28,9.06
10.0,1.0,2016-01-27,0.0,0.22,0.25
27.0,6.0,2016-01-27,0.0,0.58,0.83
3.0,1.0,2016-01-27,3.0,4.13,7.32
61.0,3.0,2016-01-27,5.0,1.72,2.65
26.0,2.0,2016-01-27,1.0,3.29,9.28
67.0,9.0,2016-01-27,0.0,0.29,0.36
79.0,8.0,2016-01-27,1.0,0.67,1.09
40.0,1.0,2016-01-27,12.0,12.22,71.35
6.0,1.0,2016-01-27,1.0,0.35,0.43
9.0,0.0,2016-01-27,4.0,1.29,2.34
7.0,6.0,2016-01-27,0.0,0.13,0.13
33.0,3.0,2016-01-27,2.0,0.8,1.05
40.0,2.0,2016-01-27,5.0,9.29,59.86
33.0,9.0,2016-01-27,2.0,1.81,2.33
40.0,3.0,2016-01-27,3.0,1.95,2.98
69.0,1.0,2016-01-27,3.0,1.75,2.54
5.0,2.0,2016-01-27,9.0,5.8,15.2
45.0,0.0,2016-01-27,0.0,1.54,2.98
38.0,5.0,2016-01-27,0.0,0.49,0.7
66.0,6.0,2016-01-27,5.0,1.38,3.29
29.0,9.0,2016-01-27,0.0,0.28,0.28
12.0,4.0,2016-01-27,0.0,0.1,0.1
18.0,0.0,2016-01-27,0.0,1.46,1.65
6.0,8.0,2016-01-27,0.0,0.37,0.47
33.0,8.0,2016-01-27,2.0,2.5,4.23
66.0,9.0,2016-01-27,1.0,1.26,2.66
87.0,2.0,2016-01-27,24.0,28.83,860.05
84.0,4.0,2016-01-27,1.0,0.56,0.84
97.0,2.0,2016-01-27,0.0,0.18,0.2
27.0,1.0,2016-01-27,1.0,0.75,1.07
72.0,6.0,2016-01-27,5.0,4.63,11.99
32.0,8.0,2016-01-27,4.0,3.61,5.77
55.0,4.0,2016-01-27,20.0,17.85,52.26
98.0,5.0,2016-01-27,3.0,2.89,7.15
47.0,2.0,2016-01-27,5.0,3.76,17.15
1.0,0.0,2016-01-27,16.0,19.36,115.74
73.0,7.0,2016-01-27,6.0,1.85,3.82
12.0,5.0,2016-01-27,1.0,0.09,0.09
40.0,8.0,2016-01-27,6.0,6.29,12.97
15.0,7.0,2016-01-27,2.0,2.83,4.55
2.0,9.0,2016-01-27,1.0,0.34,0.4
20.0,6.0,2016-01-27,1.0,1.14,1.95
13.0,2.0,2016-01-27,3.0,2.03,2.77
0.0,9.0,2016-01-27,0.0,0.66,1.08
39.0,5.0,2016-01-27,0.0,0.15,0.17
32.0,3.0,2016-01-27,2.0,1.37,2.08
68.0,8.0,2016-01-27,2.0,1.58,3.03
89.0,0.0,2016-01-27,0.0,0.68,1.13
56.0,6.0,2016-01-27,0.0,0.04,0.04
42.0,7.0,2016-01-27,4.0,2.28,7.15
23.0,2.0,2016-01-27,1.0,2.24,4.18
29.0,4.0,2016-01-27,0.0,0.35,0.38
1.0,2.0,2016-01-27,3.0,7.32,20.13
32.0,5.0,2016-01-27,1.0,2.03,2.67
80.0,2.0,2016-01-27,17.0,4.88,28.74
33.0,5.0,2016-01-27,1.0,0.98,1.21
65.0,4.0,2016-01-27,0.0,0.33,0.39
36.0,4.0,2016-01-27,0.0,0.26,0.33
39.0,7.0,2016-01-27,1.0,0.66,0.82
1.0,7.0,2016-01-27,0.0,7.85,27.37
39.0,2.0,2016-01-27,0.0,0.25,0.29
68.0,3.0,2016-01-27,1.0,1.45,3.4
26.0,3.0,2016-01-27,3.0,1.39,2.25
13.0,0.0,2016-01-27,0.0,0.94,1.16
52.0,9.0,2016-01-27,1.0,2.01,2.8
94.0,4.0,2016-01-27,1.0,0.6,0.97
13.0,3.0,2016-01-27,1.0,0.83,1.08
64.0,5.0,2016-01-27,0.0,0.56,0.74
37.0,8.0,2016-01-27,0.0,0.63,0.7
93.0,7.0,2016-01-27,0.0,0.28,0.35
26.0,9.0,2016-01-27,0.0,1.31,2.5
73.0,6.0,2016-01-27,2.0,0.8,1.43
37.0,0.0,2016-01-27,0.0,0.69,0.99
86.0,5.0,2016-01-27,68.0,60.59,172.34
70.0,2.0,2016-01-27,6.0,6.21,11.85
71.0,2.0,2016-01-27,1.0,0.52,0.62
62.0,1.0,2016-01-27,2.0,2.3,4.74
28.0,6.0,2016-01-27,0.0,0.23,0.26
79.0,2.0,2016-01-27,0.0,0.79,1.24
23.0,9.0,2016-01-27,2.0,2.4,5.65
62.0,5.0,2016-01-27,1.0,1.7,1.99
38.0,9.0,2016-01-27,3.0,1.08,1.97
62.0,3.0,2016-01-27,1.0,0.99,1.42
68.0,5.0,2016-01-27,0.0,0.44,0.64
97.0,5.0,2016-01-27,1.0,0.08,0.09
30.0,7.0,2016-01-27,1.0,6.01,9.71
29.0,7.0,2016-01-27,0.0,0.14,0.14
27.0,3.0,2016-01-27,0.0,0.37,0.4
32.0,6.0,2016-01-27,1.0,1.8,2.15
64.0,1.0,2016-01-27,0.0,0.26,0.33
62.0,7.0,2016-01-27,4.0,1.09,1.36
25.0,9.0,2016-01-27,2.0,0.86,1.13
25.0,7.0,2016-01-27,1.0,2.17,3.69
70.0,4.0,2016-01-27,5.0,3.2,3.67
7.0,7.0,2016-01-27,1.0,0.65,0.71
71.0,9.0,2016-01-27,0.0,0.33,0.38
82.0,1.0,2016-01-27,0.0,0.35,0.47
89.0,1.0,2016-01-27,2.0,0.93,1.41
70.0,5.0,2016-01-27,6.0,5.4,9.02
75.0,5.0,2016-01-27,0.0,0.43,0.62
8.0,7.0,2016-01-27,1.0,1.31,2.05
1.0,3.0,2016-01-27,3.0,6.52,18.57
71.0,5.0,2016-01-27,0.0,0.65,0.76
26.0,4.0,2016-01-27,1.0,2.4,4.77
80.0,8.0,2016-01-27,0.0,5.48,35.54
97.0,9.0,2016-01-27,0.0,0.68,1.15
31.0,7.0,2016-01-27,2.0,0.35,0.46
33.0,2.0,2016-01-27,0.0,1.01,1.3
88.0,4.0,2016-01-27,0.0,0.76,1.04
91.0,4.0,2016-01-27,0.0,0.15,0.15
60.0,0.0,2016-01-27,2.0,0.51,0.73
98.0,7.0,2016-01-27,0.0,2.18,3.89
76.0,8.0,2016-01-27,0.0,0.3,0.35
87.0,0.0,2016-01-27,20.0,21.37,57.49
49.0,4.0,2016-01-27,0.0,0.37,0.46
5.0,5.0,2016-01-27,3.0,1.29,1.85
92.0,3.0,2016-01-27,1.0,3.39,4.84
13.0,9.0,2016-01-27,0.0,0.46,0.57
88.0,5.0,2016-01-27,1.0,1.83,2.71
36.0,7.0,2016-01-27,0.0,1.04,1.55
10.0,9.0,2016-01-27,1.0,0.51,0.64
30.0,0.0,2016-01-27,2.0,2.94,3.27
67.0,5.0,2016-01-27,1.0,0.3,0.34
69.0,5.0,2016-01-27,1.0,1.05,1.28
36.0,9.0,2016-01-27,0.0,0.1,0.1
9.0,3.0,2016-01-27,0.0,0.6,0.94
99.0,2.0,2016-01-27,6.0,3.84,7.54
23.0,8.0,2016-01-27,5.0,1.84,2.92
45.0,8.0,2016-01-27,3.0,1.45,2.46
12.0,3.0,2016-01-27,1.0,0.24,0.29
69.0,8.0,2016-01-27,1.0,0.94,1.36
87.0,8.0,2016-01-27,38.0,24.17,85.89
29.0,0.0,2016-01-27,0.0,0.83,1.02
9.0,6.0,2016-01-27,0.0,0.41,0.52
46.0,8.0,2016-01-27,0.0,0.74,0.98
69.0,9.0,2016-01-27,0.0,0.89,1.31
63.0,8.0,2016-01-27,0.0,0.3,0.3
27.0,5.0,2016-01-27,0.0,0.44,0.56
35.0,8.0,2016-01-27,1.0,0.98,1.14
17.0,5.0,2016-01-27,0.0,0.36,0.37
95.0,7.0,2016-01-27,0.0,0.98,1.41
45.0,1.0,2016-01-27,1.0,0.45,0.63
93.0,2.0,2016-01-27,2.0,0.44,0.52
46.0,3.0,2016-01-27,2.0,0.93,1.62
11.0,5.0,2016-01-27,6.0,8.46,16.11
19.0,3.0,2016-01-27,10.0,1.86,5.32
25.0,2.0,2016-01-27,1.0,1.39,2.27
51.0,8.0,2016-01-27,0.0,0.73,0.84
45.0,4.0,2016-01-27,1.0,0.48,0.58
5.0,3.0,2016-01-27,2.0,2.53,4.28
84.0,5.0,2016-01-27,0.0,0.84,1.3
15.0,1.0,2016-01-27,1.0,2.17,6.36
93.0,4.0,2016-01-27,0.0,0.15,0.15
76.0,2.0,2016-01-27,2.0,0.25,0.28
93.0,8.0,2016-01-27,2.0,0.24,0.28
95.0,5.0,2016-01-27,2.0,1.29,1.91
57.0,4.0,2016-01-27,4.0,1.44,1.99
83.0,5.0,2016-01-27,1.0,0.64,1.06
16.0,9.0,2016-01-27,4.0,5.23,10.37
92.0,4.0,2016-01-27,0.0,0.11,0.12
33.0,4.0,2016-01-27,2.0,0.79,0.91
74.0,0.0,2016-01-27,1.0,2.49,5.87
9.0,1.0,2016-01-27,0.0,0.94,1.63
97.0,0.0,2016-01-27,0.0,0.28,0.36
32.0,7.0,2016-01-27,9.0,5.06,8.84
20.0,4.0,2016-01-27,2.0,1.28,2.75
21.0,6.0,2016-01-27,0.0,0.18,0.18
64.0,4.0,2016-01-27,0.0,0.11,0.12
61.0,4.0,2016-01-27,1.0,0.52,0.61
21.0,8.0,2016-01-27,0.0,0.15,0.17
37.0,3.0,2016-01-27,2.0,0.58,0.81
29.0,2.0,2016-01-27,0.0,0.99,1.14
71.0,7.0,2016-01-27,1.0,1.05,1.67
32.0,0.0,2016-01-27,1.0,1.55,1.68
68.0,2.0,2016-01-27,1.0,2.62,7.82
60.0,6.0,2016-01-27,1.0,0.59,0.85
97.0,6.0,2016-01-27,0.0,0.21,0.25
50.0,8.0,2016-01-27,2.0,1.44,3.51
42.0,5.0,2016-01-27,0.0,0.29,0.37
92.0,0.0,2016-01-27,2.0,3.85,5.0
83.0,2.0,2016-01-27,3.0,2.87,7.53
65.0,2.0,2016-01-27,1.0,2.59,4.58
6.0,9.0,2016-01-27,0.0,0.16,0.17
52.0,2.0,2016-01-27,4.0,1.69,2.82
62.0,4.0,2016-01-27,5.0,1.89,3.03
46.0,5.0,2016-01-27,1.0,3.05,7.47
88.0,9.0,2016-01-27,1.0,1.61,2.04
34.0,2.0,2016-01-27,0.0,2.04,3.48
69.0,6.0,2016-01-27,0.0,0.56,0.57
98.0,4.0,2016-01-27,2.0,2.62,6.61
86.0,9.0,2016-01-27,15.0,18.56,43.24
72.0,9.0,2016-01-27,9.0,6.33,12.79
52.0,6.0,2016-01-27,1.0,0.63,0.95
2.0,5.0,2016-01-27,1.0,2.2,2.92
53.0,8.0,2016-01-27,0.0,0.76,1.0
76.0,7.0,2016-01-27,0.0,0.46,0.6
67.0,1.0,2016-01-27,0.0,0.24,0.29
89.0,8.0,2016-01-27,0.0,2.32,4.9
89.0,4.0,2016-01-27,1.0,1.1,1.81
29.0,3.0,2016-01-27,0.0,0.57,0.57
35.0,1.0,2016-01-27,1.0,1.24,1.87
61.0,2.0,2016-01-27,5.0,3.88,5.98
27.0,0.0,2016-01-27,0.0,0.46,0.55
14.0,5.0,2016-01-27,0.0,0.33,0.44
15.0,9.0,2016-01-27,0.0,1.23,1.99
42.0,0.0,2016-01-27,0.0,1.64,2.57
62.0,8.0,2016-01-27,3.0,2.63,3.58
20.0,0.0,2016-01-27,0.0,0.93,1.41
14.0,8.0,2016-01-27,2.0,1.11,2.35
80.0,4.0,2016-01-27,1.0,3.48,15.62
52.0,3.0,2016-01-27,1.0,1.18,2.58
34.0,9.0,2016-01-27,1.0,0.97,1.44
50.0,0.0,2016-01-27,0.0,0.28,0.33
55.0,2.0,2016-01-27,20.0,21.32,43.57
39.0,1.0,2016-01-27,0.0,0.84,1.18
99.0,1.0,2016-01-27,4.0,1.55,3.08
87.0,3.0,2016-01-27,12.0,13.44,36.41
67.0,8.0,2016-01-27,0.0,0.22,0.27
46.0,6.0,2016-01-27,1.0,1.44,2.43
16.0,0.0,2016-01-27,2.0,4.84,6.52
44.0,9.0,2016-01-27,0.0,0.44,0.57
37.0,9.0,2016-01-27,0.0,1.16,1.49
46.0,4.0,2016-01-27,5.0,1.75,3.09
82.0,9.0,2016-01-27,1.0,0.57,0.74
68.0,9.0,2016-01-27,0.0,1.24,2.25
69.0,3.0,2016-01-27,2.0,0.98,1.08
80.0,1.0,2016-01-27,0.0,1.86,5.31
25.0,8.0,2016-01-27,1.0,1.96,2.82
55.0,5.0,2016-01-27,26.0,29.61,104.54
1.0,5.0,2016-01-27,8.0,7.96,30.15
3.0,4.0,2016-01-27,2.0,2.22,3.95
41.0,2.0,2016-01-27,11.0,26.23,387.35
68.0,1.0,2016-01-27,3.0,2.0,4.82
44.0,3.0,2016-01-27,0.0,0.69,0.85
40.0,6.0,2016-01-27,3.0,3.35,4.56
33.0,6.0,2016-01-27,1.0,1.23,1.66
85.0,2.0,2016-01-27,0.0,1.61,2.08
31.0,6.0,2016-01-27,0.0,0.27,0.35
61.0,1.0,2016-01-27,2.0,2.06,3.58
57.0,7.0,2016-01-27,6.0,2.92,4.55
52.0,8.0,2016-01-27,0.0,1.92,2.77
79.0,4.0,2016-01-27,2.0,0.69,0.96
99.0,4.0,2016-01-27,1.0,1.01,1.41
62.0,0.0,2016-01-27,3.0,2.71,4.19
52.0,7.0,2016-01-27,1.0,1.51,2.09
34.0,5.0,2016-01-27,0.0,0.88,1.45
84.0,3.0,2016-01-27,12.0,0.71,1.22
73.0,2.0,2016-01-27,2.0,3.65,11.53
70.0,0.0,2016-01-27,3.0,5.76,12.89
65.0,1.0,2016-01-27,2.0,2.67,9.81
44.0,5.0,2016-01-27,0.0,0.41,0.53
32.0,2.0,2016-01-27,2.0,2.7,3.34
49.0,6.0,2016-01-27,0.0,0.41,0.58
42.0,1.0,2016-01-27,0.0,0.45,0.59
34.0,3.0,2016-01-27,2.0,1.57,2.16
92.0,7.0,2016-01-27,5.0,2.03,2.47
63.0,3.0,2016-01-27,0.0,0.55,0.65
44.0,1.0,2016-01-27,1.0,0.75,1.16
85.0,3.0,2016-01-27,2.0,0.82,0.98
71.0,1.0,2016-01-27,0.0,0.66,0.82
53.0,1.0,2016-01-27,0.0,0.71,0.83
26.0,6.0,2016-01-27,1.0,2.56,4.7
6.0,6.0,2016-01-27,0.0,0.12,0.12
36.0,2.0,2016-01-27,2.0,1.64,3.04
9.0,8.0,2016-01-27,0.0,1.23,1.85
80.0,3.0,2016-01-27,0.0,0.9,1.72
62.0,2.0,2016-01-27,2.0,1.23,1.4
56.0,0.0,2016-01-27,0.0,0.43,0.44
24.0,1.0,2016-01-27,4.0,3.62,12.79
53.0,2.0,2016-01-27,4.0,1.51,1.97
76.0,1.0,2016-01-27,1.0,0.4,0.56
